hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,18,2018,February,7,13,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,29.0,0,0,Check-Out,2018-02-14,112
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,62,2017,July,29,13,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,64.0,0,2,Check-Out,2017-07-15,113
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,2,2019,May,19,11,0,3,2,0.0,0,HB,PRT,Direct,TA/TO,0,0,2,E,E,1,No Deposit,250.0,,0,Transient,153.67,0,0,Check-Out,2019-05-14,114
"Albuquerque Airport Courtyard Albuquerque, NM",0,133,2019,May,21,21,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1,Check-Out,2019-05-23,115
"The House, Barbados Barbados",1,0,2019,February,9,27,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,0,No Deposit,,380.0,0,Transient,35.0,0,0,No-Show,2019-02-27,116
"Leipzig Marriott Hotel Leipzig, Germany",1,73,2019,March,12,22,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2019-01-09,117
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,346,2018,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2018-09-15,118
"The House, Barbados Barbados",0,66,2017,December,49,5,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient-Party,64.0,0,0,Check-Out,2017-12-07,119
"Colony Club, Barbados Barbados",1,90,2018,May,21,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2018-03-21,120
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,6,2019,June,24,12,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,146.0,,0,Transient,107.95,0,0,Canceled,2019-06-07,121
"Heidelberg Marriott Hotel Heidelberg, Germany",1,66,2019,May,20,17,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0,Canceled,2019-03-24,122
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,448,2019,June,24,17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2019-06-20,123
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,271,2017,July,29,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-06-29,124
"San Diego Sorrento Valley Courtyard San Diego, CA",1,19,2019,August,31,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,140.8,0,0,Canceled,2019-07-13,125
"Fort Worth University Drive Courtyard Fort Worth, TX",1,171,2019,March,10,5,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,298.0,,0,Transient-Party,45.0,0,0,Canceled,2019-01-11,126
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,37,2018,December,51,15,4,9,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,92.31,0,1,Canceled,2018-11-24,127
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,22,2018,May,22,26,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,,281.0,0,Transient,59.0,0,1,Canceled,2018-05-11,128
"Colony Club, Barbados Barbados",0,0,2018,April,16,16,1,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,,,0,Transient,61.0,0,0,Check-Out,2018-04-18,129
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,12,2018,October,41,4,0,1,1,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,10.0,,0,Transient,126.1,0,0,Check-Out,2018-10-05,130
"Renaissance New York Times Square Hotel New York, NY",1,219,2018,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0,Canceled,2018-03-15,131
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,6,2017,December,50,10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-12-12,132
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,200,2019,May,18,2,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.7,0,1,Check-Out,2019-05-05,133
"The Ritz-Carlton, Berlin Berlin, Germany",0,140,2019,July,27,3,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,111.6,0,0,Check-Out,2019-07-06,134
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,85,2018,April,16,11,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79.0,,0,Transient,72.76,0,0,Check-Out,2018-04-17,135
"Des Moines West/Clive Courtyard Clive, IA",0,3,2019,January,1,6,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient-Party,44.0,0,1,Check-Out,2019-01-08,136
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,31,2019,March,9,4,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,77.23,0,0,Check-Out,2019-03-08,137
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,41,2018,March,12,16,2,7,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,66.72,0,1,Check-Out,2018-03-25,138
"Heidelberg Marriott Hotel Heidelberg, Germany",0,91,2018,July,28,3,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.8,0,0,Check-Out,2018-07-10,139
"Louisville East Courtyard Louisville, KY",1,372,2018,July,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2017-10-21,140
"Heidelberg Marriott Hotel Heidelberg, Germany",0,385,2018,October,43,19,2,5,2,0.0,1,BB,GBR,Groups,Corporate,0,0,0,A,C,2,No Deposit,,,0,Transient-Party,57.0,1,1,Check-Out,2018-10-26,141
"Greensboro Courtyard Greensboro, NC",0,148,2019,June,24,16,1,2,3,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1,Check-Out,2019-06-19,142
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,66,2019,February,5,3,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2019-01-29,143
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,0,2018,January,5,26,0,1,3,0.0,0,BB,MAR,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,50.0,1,0,Check-Out,2018-01-27,144
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,37,2017,September,39,20,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,10.0,,0,Transient,95.0,0,0,Check-Out,2017-09-24,145
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,4,2018,April,17,17,2,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,152.85,0,2,Check-Out,2018-04-20,146
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,13,2018,May,23,29,2,2,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,118.51,0,1,Check-Out,2018-06-02,147
"The House, Barbados Barbados",1,266,2019,April,17,25,0,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,81.0,0,1,Canceled,2018-08-04,148
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,97,2017,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,1,Check-Out,2017-10-09,149
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,242,2017,September,36,1,2,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,58.95,0,0,Check-Out,2017-09-10,150
"Waves, Barbados Barbados",1,244,2017,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96.0,,0,Transient-Party,8.0,0,0,Canceled,2017-06-17,151
"Orlando Airport Courtyard Orlando, FL",0,12,2018,August,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,,0,Transient,119.0,0,2,Check-Out,2018-08-04,152
"Renaissance Hamburg Hotel Hamburg, Germany",0,98,2018,June,27,26,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,123.33,0,0,Check-Out,2018-07-02,153
"Fort Worth University Drive Courtyard Fort Worth, TX",0,5,2019,July,27,3,1,0,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.0,0,0,Check-Out,2019-07-04,154
"San Diego Sorrento Valley Courtyard San Diego, CA",1,144,2018,October,41,7,0,2,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,A,C,0,No Deposit,,,0,Transient,0.0,0,0,Canceled,2018-09-28,155
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,172,2019,July,29,17,3,5,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,71.1,0,0,Canceled,2019-07-07,156
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,349,2017,October,40,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2017-01-01,157
"San Diego Sorrento Valley Courtyard San Diego, CA",0,236,2018,September,40,27,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,84.43,0,1,Check-Out,2018-10-01,158
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,315,2018,September,40,28,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,98.6,0,0,Check-Out,2018-10-02,159
"Baltimore BWI Airport Courtyard Linthicum, MD",0,183,2018,August,32,3,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,112.0,0,1,Check-Out,2018-08-08,160
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,38,2018,April,17,21,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0,1,Check-Out,2018-04-25,161
"San Diego Sorrento Valley Courtyard San Diego, CA",0,72,2017,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2017-10-31,162
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,22,2019,August,33,19,1,1,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,200.4,0,1,Check-Out,2019-08-21,163
"W Barcelona Barcelona, Spain",0,1,2018,May,21,17,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,16,G,G,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2018-05-18,164
"Frankfurt Marriott Hotel Frankfurt, Germany",0,76,2018,April,14,1,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0,1,Check-Out,2018-04-03,165
"San Diego Sorrento Valley Courtyard San Diego, CA",1,73,2018,March,14,27,2,2,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,155.76,0,0,Canceled,2018-02-01,166
"Colony Club, Barbados Barbados",1,240,2018,August,34,19,3,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.45,0,1,Canceled,2018-08-05,167
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,39,2017,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2017-07-06,168
"W New York – Times Square New York, NY",0,87,2019,August,32,9,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,155.0,0,0,Check-Out,2019-08-14,169
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,187,2018,May,22,24,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,79.2,0,1,Canceled,2017-11-24,170
"Las Vegas Marriott Las Vegas, NV ",1,12,2017,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-07-18,171
"Louisville East Courtyard Louisville, KY",0,217,2019,April,17,25,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2019-04-26,172
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,286,2018,June,26,23,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,240.0,,0,Transient,85.5,0,2,Check-Out,2018-06-27,173
"Renaissance Hamburg Hotel Hamburg, Germany",0,40,2019,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2019-01-19,174
"Berlin Marriott Hotel Berlin, Germany",0,141,2019,July,27,3,1,2,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,152.1,0,0,Check-Out,2019-07-06,175
"Treasure Beach, Barbados Barbados",0,15,2018,September,39,20,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,148.0,1,1,Check-Out,2018-09-21,176
"Baltimore BWI Airport Courtyard Linthicum, MD",0,202,2019,July,28,12,0,4,1,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.35,0,2,Check-Out,2019-07-16,177
"Mt. Laurel Courtyard Mt. Laurel, NJ",1,112,2019,May,20,19,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Canceled,2019-02-16,178
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",1,72,2018,October,43,18,0,2,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2018-10-04,179
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,213,2018,October,40,1,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,102.85,0,2,Check-Out,2018-10-05,180
"Treasure Beach, Barbados Barbados",0,196,2018,September,39,21,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,88.4,0,1,Check-Out,2018-09-28,181
"The St. Regis Osaka Osaka, Japan",0,2,2017,July,28,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,135.0,0,Transient,134.0,0,0,Check-Out,2017-07-10,182
"Tamarind, Barbados Barbados",1,304,2018,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2018-02-01,183
"Louisville East Courtyard Louisville, KY",1,152,2019,May,18,3,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,,0,Transient,100.0,0,0,Canceled,2018-12-02,184
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,411,2019,May,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0,Canceled,2018-04-15,185
"W New York – Times Square New York, NY",0,102,2019,April,18,30,2,4,2,0.0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2019-05-06,186
"Crystal Cove, Barbados Barbados",1,524,2018,December,51,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2017-10-21,187
"W New York – Union Square New York, NY",0,1,2018,November,47,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.0,0,1,Check-Out,2018-11-18,188
"Indianapolis Airport Courtyard Indianapolis, IN",0,7,2017,December,51,16,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,1,No Deposit,,,0,Transient,38.0,0,3,Check-Out,2017-12-17,189
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,0,2018,January,1,2,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,0,Check-Out,2018-01-03,190
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,63,2018,November,47,18,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,0,Canceled,2018-11-07,191
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,135,2018,October,43,22,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0,Canceled,2018-06-20,192
"Heidelberg Marriott Hotel Heidelberg, Germany",1,10,2019,April,14,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,Non Refund,,135.0,0,Transient,45.0,0,0,Canceled,2019-04-03,193
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,0,2019,January,4,22,1,0,2,0.0,0,SC,CYP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,88.0,0,0,Check-Out,2019-01-23,194
"Las Vegas Marriott Las Vegas, NV ",0,14,2018,June,24,8,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,124.0,0,1,Check-Out,2018-06-12,195
"The St. Regis Osaka Osaka, Japan",0,137,2019,April,16,22,2,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,388.0,,0,Transient,123.4,0,0,Check-Out,2019-04-25,196
"Renaissance New York Times Square Hotel New York, NY",0,73,2019,February,7,17,1,2,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,40.0,0,0,Check-Out,2019-02-20,197
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,6,2018,March,10,2,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,51.0,0,0,Check-Out,2018-03-04,198
"Mt. Laurel Courtyard Mt. Laurel, NJ",1,181,2018,May,19,5,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,26.0,,42,Transient,90.0,0,0,Canceled,2017-12-18,199
"W Barcelona Barcelona, Spain",0,14,2019,July,31,31,1,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.5,0,1,Check-Out,2019-08-02,200
"Crystal Cove, Barbados Barbados",1,8,2018,July,27,2,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.0,0,1,Canceled,2018-06-26,201
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,22,2017,October,41,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,83.0,1,2,Check-Out,2017-10-13,202
"Renaissance New York Times Square Hotel New York, NY",0,5,2019,March,10,8,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468.0,,0,Transient,48.0,0,0,Check-Out,2019-03-09,203
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,8,2017,November,45,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.5,0,1,Check-Out,2017-11-10,204
"San Diego Sorrento Valley Courtyard San Diego, CA",1,429,2018,September,39,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,330,Transient-Party,65.0,0,0,Canceled,2018-09-23,205
"Frankfurt Marriott Hotel Frankfurt, Germany",0,3,2018,July,30,19,0,1,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,G,B,0,No Deposit,14.0,,0,Transient,235.45,0,2,Check-Out,2018-07-20,206
"The Ritz-Carlton, Tokyo Tokyo, Japan",1,38,2019,August,34,23,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,2,Canceled,2019-07-31,207
"Turtle Beach, Barbados Barbados",0,15,2017,October,41,7,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,104.72,0,1,Check-Out,2017-10-10,208
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,214,2018,August,35,27,4,7,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,69.0,,0,Transient,107.22,0,0,Check-Out,2018-09-07,209
"Des Moines West/Clive Courtyard Clive, IA",0,237,2017,July,29,13,1,3,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,128.35,0,0,Check-Out,2017-07-17,210
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,69,2018,June,25,12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2018-04-27,211
"Orlando Airport Courtyard Orlando, FL",1,311,2017,August,35,24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-07-02,212
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,77,2019,August,33,14,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2019-08-18,213
"Indianapolis Airport Courtyard Indianapolis, IN",0,3,2019,March,10,9,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,78.4,0,0,Check-Out,2019-03-10,214
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,208,2018,April,17,19,2,5,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,273.0,,0,Transient,44.36,0,0,Canceled,2018-03-18,215
"Newark Liberty International Airport Courtyard Newark, NJ",1,73,2018,July,28,6,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2018-04-24,216
"Las Vegas Marriott Las Vegas, NV ",0,53,2019,March,10,5,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,40.0,0,0,Check-Out,2019-03-12,217
"Treasure Beach, Barbados Barbados",0,204,2018,May,22,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.28,0,2,Check-Out,2018-06-03,218
"Orlando Airport Courtyard Orlando, FL",0,9,2019,May,21,27,2,1,1,1.0,0,HB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,140.98,0,1,Check-Out,2019-05-30,219
"St. Louis Downtown West Courtyard St. Louis, MO",0,47,2018,March,13,21,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.5,0,1,Check-Out,2018-03-25,220
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,5,2018,December,52,24,0,1,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,101.0,0,1,Check-Out,2018-12-25,221
"Greensboro Courtyard Greensboro, NC",0,36,2018,October,42,13,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,102.6,0,2,Check-Out,2018-10-14,222
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,0,2017,October,42,11,2,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,114.0,0,0,Check-Out,2017-10-14,223
"Leipzig Marriott Hotel Leipzig, Germany",0,153,2019,February,8,21,2,5,2,0.0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,29.0,0,1,Check-Out,2019-02-28,224
"Crystal Cove, Barbados Barbados",0,48,2018,November,47,13,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2018-11-15,225
